id_perfil_estudante,sexo,idade,cor_raca,ano_fim_ensino_medio,ano_ingresso_graduacao,tipo_escola_ensino_medio,primeira_geracao,escolaridade_pai,escolaridade_mae,motivacao_curso,renda_familiar,horas_trabalho,cotas
4861,F,23,Branca,2008,2021,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4862,F,23,Branca,2008,2023,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4863,F,23,Branca,2008,2008,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4864,F,23,Branca,2009,2023,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4865,F,23,Branca,2009,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4866,F,23,Branca,2009,2010,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4867,F,23,Branca,2009,2012,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4868,F,23,Branca,2009,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4869,F,23,Branca,2009,2009,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4870,F,23,Branca,2009,2011,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4871,F,23,Branca,2009,2004,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4872,F,23,Branca,2009,2005,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4873,F,23,Branca,2010,2019,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4874,F,23,Branca,2010,2020,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4875,F,23,Branca,2010,2011,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4876,F,23,Branca,2010,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4877,F,23,Branca,2010,2012,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4878,F,23,Branca,2010,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4879,F,23,Branca,2010,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4880,F,23,Branca,2010,2016,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4881,F,23,Branca,2010,2022,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4882,F,23,Branca,2010,2013,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4883,F,23,Branca,2010,2021,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4884,F,23,Branca,2010,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4885,F,23,Branca,2010,2023,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4886,F,23,Branca,2010,2010,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4887,F,23,Branca,2010,2024,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4888,F,23,Branca,2010,2008,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4889,F,23,Branca,2010,2007,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4890,F,23,Branca,2010,2009,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4891,F,23,Branca,2010,201,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4892,F,23,Branca,2011,2019,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4893,F,23,Branca,2011,2020,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4894,F,23,Branca,2011,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4895,F,23,Branca,2011,2011,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4896,F,23,Branca,2011,2021,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4897,F,23,Branca,2011,2016,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4898,F,23,Branca,2011,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4899,F,23,Branca,2011,2023,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4900,F,23,Branca,2011,2022,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4901,F,23,Branca,2011,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4902,F,23,Branca,2011,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4903,F,23,Branca,2011,2013,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4904,F,23,Branca,2011,2012,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4905,F,23,Branca,2011,216,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4906,F,23,Branca,2011,16,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4907,F,23,Branca,2011,2010,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4908,F,23,Branca,2011,2009,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4909,F,23,Branca,2012,2020,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4910,F,23,Branca,2012,2013,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4911,F,23,Branca,2012,2023,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4912,F,23,Branca,2012,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4913,F,23,Branca,2012,2019,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4914,F,23,Branca,2012,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4915,F,23,Branca,2012,2021,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4916,F,23,Branca,2012,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4917,F,23,Branca,2012,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4918,F,23,Branca,2012,2016,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4919,F,23,Branca,2012,2022,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4920,F,23,Branca,2012,214,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4921,F,23,Branca,2012,2012,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"Até 1,5 salário mínimo",Não estou trabalhando,Não
4922,F,23,Branca,2012,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4923,F,23,Branca,2012,2019,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4924,F,23,Branca,2012,2016,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4925,F,23,Branca,2012,2021,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4926,F,23,Branca,2012,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4927,F,23,Branca,2012,2020,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4928,F,23,Branca,2012,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4929,F,23,Branca,2012,2013,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4930,F,23,Branca,2012,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4931,F,23,Branca,2012,2022,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4932,F,23,Branca,2012,2023,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4933,F,23,Branca,2012,2012,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4934,F,23,Branca,2012,221,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4935,F,23,Branca,2012,2007,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 1º ao 5º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4936,F,23,Branca,2012,2019,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4937,F,23,Branca,2012,2016,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4938,F,23,Branca,2012,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4939,F,23,Branca,2012,2020,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4940,F,23,Branca,2012,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4941,F,23,Branca,2012,2013,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4942,F,23,Branca,2012,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4943,F,23,Branca,2012,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4944,F,23,Branca,2012,2022,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4945,F,23,Branca,2012,2023,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4946,F,23,Branca,2012,2011,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4947,F,23,Branca,2012,2021,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4948,F,23,Branca,2012,2012,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4949,F,23,Branca,2012,2009,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4950,F,23,Branca,2012,752,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4951,F,23,Branca,2012,209,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4952,F,23,Branca,2013,2021,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4953,F,23,Branca,2013,2019,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4954,F,23,Branca,2013,2020,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4955,F,23,Branca,2013,2022,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4956,F,23,Branca,2013,2023,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4957,F,23,Branca,2013,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4958,F,23,Branca,2013,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4959,F,23,Branca,2013,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4960,F,23,Branca,2013,2016,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4961,F,23,Branca,2013,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4962,F,23,Branca,2013,2000,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4963,F,23,Branca,2013,2010,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4964,F,23,Branca,2013,2013,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4965,F,23,Branca,2013,852,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4966,F,24,Branca,2013,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4967,F,24,Branca,2013,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4968,F,24,Branca,2013,2015,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4969,F,24,Branca,2013,2019,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4970,F,24,Branca,2013,2016,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4971,F,24,Branca,2013,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4972,F,24,Branca,2013,2023,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4973,F,24,Branca,2013,2021,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4974,F,24,Branca,2013,2020,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4975,F,24,Branca,2013,2022,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4976,F,24,Branca,2013,2013,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Inserção no mercado de trabalho,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4977,F,24,Branca,2013,2018,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Influência familiar,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4978,F,24,Branca,2013,2017,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Influência familiar,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4979,F,24,Branca,2013,2019,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Influência familiar,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
4980,F,24,Branca,2013,2014,Todo em escola pública,Sim,Ensino Fundamental: 1º ao 5º ano,Ensino Fundamental: 6º ao 9º ano,Influência familiar,"De 1,5 a 3 salários mínimos)",Não estou trabalhando,Não
